Time,SenderName,Sender,TalkerName,Talker,Content
2025-12-24 09:26:14,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> ，健(wxid_l8xh4adyc3vc22) 12-24 09:25:17
> 以后新人结婚不买金了，估计要去租了，租金业务不错[坏笑]
用仿的就好，哈哈。"
2025-12-24 09:26:22,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 09:20:49
> 国庆前想屯实物铜，铜便宜，随便买都是几十吨[捂脸]，仓储更贵
实物铜我觉得还是算了，几十吨要一个小货场"
2025-12-24 09:26:45,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,铜锭一块一百多斤
2025-12-24 09:26:45,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> Vivi(wxid_vbwpsc3qb03112) 12-24 09:25:19
> 我娃班上有个富二代，把妈的手势拿回学校送了个同学，同学妈妈发信息给富二代妈妈。富二代妈妈才发现首饰被拿了，后来都放保险箱了[破涕为笑]
我上小学时有个同学卖给我一堆邮票，还有文革票"
2025-12-24 09:26:46,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,保险箱其实最不保险，只能作为一个诱饵，放点小值钱的东西吸引火力
2025-12-24 09:27:03,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,我天天饿着把零花钱都换邮票了
2025-12-24 09:27:06,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 09:26:46
> 保险箱其实最不保险，只能作为一个诱饵，放点小值钱的东西吸引火力
所以不用买太贵[破涕为笑]"
2025-12-24 09:27:18,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,对的
2025-12-24 09:27:21,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,长大后想是不是他偷出来的啊[Emm]
2025-12-24 09:27:28,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,要买好撬开的
2025-12-24 09:27:57,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 09:27:28
> 要买好撬开的
这贴心服务"
2025-12-24 09:28:16,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 二月半·妈妈不让我和傻子说话(wxid_76gxa4814bjk41) 12-24 09:27:21
> 长大后想是不是他偷出来的啊[Emm]
哈哈哈哈"
2025-12-24 09:28:45,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,集宝的很重啊，也搬不走，很难撬
2025-12-24 09:29:08,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 二月半·妈妈不让我和傻子说话(wxid_76gxa4814bjk41) 12-24 09:26:45
> > [引用]
> 我上小学时有个同学卖给我一堆邮票，还有文革票
从小就这么识货，你不赚钱谁赚钱[偷笑]"
2025-12-24 09:29:44,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,@二月半·妈妈不让我和傻子说话 原来你这是从小就是投资小达人啊啊[呲牙]
2025-12-24 09:30:02,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,投资要从娃娃抓起[强][强]
2025-12-24 09:30:41,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,姐靠的是天赋[偷笑]
2025-12-24 09:31:02,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,真是呢投资真是有天赋因素
2025-12-24 09:31:22,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,首先要学好数理化
2025-12-24 09:31:38,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,跟群里的朋友比，我都要钻进地缝了，太害羞了，真是一点投资理念都没有
2025-12-24 09:31:47,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,天赋+后天技能学习
2025-12-24 09:32:13,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,我也没，所以只可以长线拿[破涕为笑]
2025-12-24 09:32:23,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,短线估计得做韭菜
2025-12-24 09:32:40,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@二月半·妈妈不让我和傻子说话 你可以用你的画换他邮票[呲牙]
2025-12-24 09:34:26,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,那是你没见我买的那堆破铜烂铁
2025-12-24 09:35:43,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,国投白银又停牌了，湖南白银等国投停牌才涨[破涕为笑]
2025-12-24 09:38:11,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,这要是黄金就发财了
2025-12-24 09:38:12,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/98645e9bf6d7f8d253627bc034c2fe45,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\19a3016586f166e3ca3fdfee9c200615)"
2025-12-24 09:38:13,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/bd231a35867a253a90ae3fdf38b96257,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\cbf4c9f28f9d521d486b544df74abaa7)"
2025-12-24 09:46:15,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/ee140c2c5d3d35467cba5f9115778ca9,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\ef38fc7ffd04d752ee712b9dec1f2980)"
2025-12-24 09:49:25,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/685a7aa0656fecbf34b82d920c2a58c7,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\6f5ce57322f5d8663b27a2fe74c8095d)"
2025-12-24 09:49:35,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,@二月半·妈妈不让我和傻子说话 姐 我又买了个如意
2025-12-24 09:49:37,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,[呲牙]
2025-12-24 09:51:03,青禾生露,fusai901212,鸿学院短线交流群,24832362572@chatroom,现在人民币不是涨的厉害吗
2025-12-24 09:52:47,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 青禾生露(fusai901212) 12-24 09:51:03
> 现在人民币不是涨的厉害吗
加息原理，课程是以美元为例子，对应的是最近的 日元加息"
2025-12-24 09:55:01,三角形戒,P1322635145,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 09:38:12
> ![图片](http://localhost:5030/image/98645e9bf6d7f8d253627bc034c2fe45)
这哪个渠道买的啊？我看工行app上没有呀"
2025-12-24 09:55:07,三角形戒,P1322635145,鸿学院短线交流群,24832362572@chatroom,@微凉梅子酒 
2025-12-24 09:56:18,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/50ce4b55e06b82da2840213cc3a3fa3c,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\ce0af02e8f6e2342e1b0b63248f3b4cf)"
2025-12-24 09:56:31,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 09:56:15
> ![图片](http://localhost:5030/image/50ce4b55e06b82da2840213cc3a3fa3c)
来源于 宋老师 微课堂"
2025-12-24 09:56:39,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 09:46:12
> ![图片](http://localhost:5030/image/ee140c2c5d3d35467cba5f9115778ca9)
来源于 核心课"
2025-12-24 09:57:07,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"> 三角形戒(P1322635145) 12-24 09:55:01
> > [引用]
> 这哪个渠道买的啊？我看工行app上没有呀
别人送的，我也不知道"
2025-12-24 09:57:13,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,防身用
2025-12-24 09:59:01,教务鸿老师,wxid_j4xdfdmig9j022,鸿学院短线交流群,24832362572@chatroom,@芦苇 核心课总结不要往群内发，微课堂可以。
2025-12-24 09:59:27,,系统消息,鸿学院短线交流群,24832362572@chatroom,"""芦苇"" 撤回了一条消息"
2025-12-24 09:59:45,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 教务鸿老师(wxid_j4xdfdmig9j022) 12-24 09:59:01
> @芦苇 核心课总结不要往群内发，微课堂可以。
好的"
2025-12-24 10:15:40,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,有点想买沪银的看跌期权
2025-12-24 10:15:56,,wxid_az1b2y23mssh21,鸿学院短线交流群,24832362572@chatroom,@微凉梅子酒 买，我看好你
2025-12-24 10:16:06,,wxid_az1b2y23mssh21,鸿学院短线交流群,24832362572@chatroom,靠你打下来了
2025-12-24 10:16:44,，健,wxid_l8xh4adyc3vc22,鸿学院短线交流群,24832362572@chatroom,没买过，看着像股票[吃瓜]
2025-12-24 10:18:50,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/35e205f81b8773ff6f5da1993454f70e,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\135e8402fe2e6c8f4aa6e41e5cd1b0a7)"
2025-12-24 10:18:53,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,SLV去库了
2025-12-24 10:19:01,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,对的上昨天的砸盘
2025-12-24 10:24:29,老兵,wxid_cqw67pl0j53s21,鸿学院短线交流群,24832362572@chatroom,昨天不算砸盘吧
2025-12-24 10:24:56,無敵小姊姊🥕,fkb_wql,鸿学院短线交流群,24832362572@chatroom,算吧
2025-12-24 10:25:08,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,不算
2025-12-24 10:25:10,無敵小姊姊🥕,fkb_wql,鸿学院短线交流群,24832362572@chatroom,不是砸盘不会这样跌
2025-12-24 10:25:24,無敵小姊姊🥕,fkb_wql,鸿学院短线交流群,24832362572@chatroom,一瞬间掉下来
2025-12-24 10:25:44,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,可惜这些数据是滞后的 指导不了交易
2025-12-24 10:26:03,目标是人机好猎手的苟活天命,youlian494847,鸿学院短线交流群,24832362572@chatroom,"> 二月半·妈妈不让我和傻子说话(wxid_76gxa4814bjk41) 12-24 09:22:57
> 以后买银包金
干脆做个木包金得了，直接藏家里床柱里"
2025-12-24 10:26:24,目标是人机好猎手的苟活天命,youlian494847,鸿学院短线交流群,24832362572@chatroom,"> 三月半·老了卖你保健品(wxid_358m71i5uuvz22) 12-24 09:49:25
> ![图片](http://localhost:5030/image/685a7aa0656fecbf34b82d920c2a58c7)
我去，好闪亮"
2025-12-24 10:26:28,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,金包木吧
2025-12-24 10:26:45,陈更,jeffchen98241,鸿学院短线交流群,24832362572@chatroom,@芦苇 你的笔记格式做真好 就是EXCEL表格自己调格式？
2025-12-24 10:29:44,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 陈更(jeffchen98241) 12-24 10:26:45
> @芦苇 你的笔记格式做真好 就是EXCEL表格自己调格式？
小白，不太会用excel，凑合着用，不是我好，是宋老师的课程好，我也只能理解部分"
2025-12-24 10:30:52,GODLIKE,huluwa587731,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/e1c252ea37e792493008874756cd21ba,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\d32f0f5c4b3b79cd3e35b860740a7ec2)"
2025-12-24 10:30:58,GODLIKE,huluwa587731,鸿学院短线交流群,24832362572@chatroom,开盘直接涨停，
2025-12-24 10:31:05,GODLIKE,huluwa587731,鸿学院短线交流群,24832362572@chatroom,![动画表情](http://vweixinf.tc.qq.com/110/20401/stodownload?m=3e3dc703e9537cc7f2bc39dd39655400&filekey=3043020101042f302d02016e04025348042033653364633730336539353337636337663262633339646433393635353430300202643d040d00000004627466730000000132&hy=SH&storeid=265a1086d000cc8e1635ca0e10000006e01004fb15348175c71715665802c7&ef=1&bizid=1022)
2025-12-24 10:31:33,陈更,jeffchen98241,鸿学院短线交流群,24832362572@chatroom,![动画表情](http://vweixinf.tc.qq.com/110/20401/stodownload?m=3e3dc703e9537cc7f2bc39dd39655400&filekey=3043020101042f302d02016e04025348042033653364633730336539353337636337663262633339646433393635353430300202643d040d00000004627466730000000132&hy=SH&storeid=265a1086d000cc8e1635ca0e10000006e01004fb15348175c71715665802c7&ef=1&bizid=1022)
2025-12-24 10:31:35,目标是人机好猎手的苟活天命,youlian494847,鸿学院短线交流群,24832362572@chatroom,"> GODLIKE(huluwa587731) 12-24 10:30:52
> ![图片](http://localhost:5030/image/e1c252ea37e792493008874756cd21ba)
疯了"
2025-12-24 10:32:14,GODLIKE,huluwa587731,鸿学院短线交流群,24832362572@chatroom,昨天挂涨停没买进去，今天买进了点。
2025-12-24 10:35:18,努力学习的阿呆,wxid_cu9riocf8ea022,鸿学院短线交流群,24832362572@chatroom,太有实力啦
2025-12-24 10:36:40,了好,wxid_y1mlx0kxh0yu21,鸿学院短线交流群,24832362572@chatroom,唉，白银股票的太难受了[捂脸]
2025-12-24 10:37:14,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,疯掉，我买这个lof只是因为股票赚钱了换过来避险，这样天天数钱真是太意外了[呲牙][呲牙]
2025-12-24 10:37:27,了好,wxid_y1mlx0kxh0yu21,鸿学院短线交流群,24832362572@chatroom,基本上和期货脱敏了。相关上市公司基本上是不动或者冲高回落。
2025-12-24 10:37:35,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,避险的lof走出妖股的架势
2025-12-24 10:38:15,太阳花🌻,ml435212540,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 10:37:14
> 疯掉，我买这个lof只是因为股票赚钱了换过来避险，这样天天数钱真是太意外了[呲牙][呲牙]
妖股还能支撑几天，大佬预测的了吗"
2025-12-24 10:39:36,鹄往,wxid_mgxsonmmdjcf21,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 10:37:14
> 疯掉，我买这个lof只是因为股票赚钱了换过来避险，这样天天数钱真是太意外了[呲牙][呲牙]
该你赚钱[呲牙][强][强]"
2025-12-24 10:40:39,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@太阳花🌻 看强弱就行，走弱了就跑
2025-12-24 10:40:40,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 10:37:35
> 避险的lof走出妖股的架势
中国资本市场已经疯了，天天瞎搞，涨的最疯的全是垃圾资产[捂脸]"
2025-12-24 10:40:49,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@鹄往 谢谢[握手][握手][呲牙]
2025-12-24 10:41:35,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@我不吃肉_🥩 垃圾股都能涨，这个是全场唯一白银。LOF标的[呲牙]
2025-12-24 10:42:05,太阳花🌻,ml435212540,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 10:40:39
> @太阳花🌻 看强弱就行，走弱了就跑
好的大佬"
2025-12-24 10:42:07,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,溢价高了就是垃圾了
2025-12-24 10:42:10,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,[捂脸]
2025-12-24 10:42:15,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/957277e5c29462c186e95fc38ab29e93,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\8fbe7afc9382056c7f8ae54a0a491728)"
2025-12-24 10:42:41,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,我这还有个唯一的🧨股，本来周一想买进去，结果发现没有权限买ST
2025-12-24 10:42:47,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> 三月半·老了卖你保健品(wxid_358m71i5uuvz22) 12-24 09:49:25
> ![图片](http://localhost:5030/image/685a7aa0656fecbf34b82d920c2a58c7)
哪家的？我瞅着眼熟，好像还真见过"
2025-12-24 10:45:09,,系统消息,鸿学院短线交流群,24832362572@chatroom,"""Euryavi"" 撤回了一条消息"
2025-12-24 10:46:59,Euryavi,wxid_8u3isd1w9rzc22,鸿学院短线交流群,24832362572@chatroom,我周一申购的白银lof今天都不舍得套利了
2025-12-24 10:48:06,SteinsGate,wxid_quo60qc6ru0t22,鸿学院短线交流群,24832362572@chatroom,这个白银lof是不是有复利啊？
2025-12-24 10:48:07,knight,wxid_fo6dqkwsp14e21,鸿学院短线交流群,24832362572@chatroom,中国人民的力量啊[捂脸]
2025-12-24 10:48:24,knight,wxid_fo6dqkwsp14e21,鸿学院短线交流群,24832362572@chatroom,套利
2025-12-24 10:49:24,彭潇仪Sarah,hulamiaowu,鸿学院短线交流群,24832362572@chatroom,这个行情真的是几十年一遇
2025-12-24 10:49:44,GODLIKE,huluwa587731,鸿学院短线交流群,24832362572@chatroom,"> Euryavi(wxid_8u3isd1w9rzc22) 12-24 10:46:59
> 我周一申购的白银lof今天都不舍得套利了
一天也就500吧，。"
2025-12-24 10:51:09,霞姐,wxid_jbcyip00x4u022,鸿学院短线交流群,24832362572@chatroom,"> GODLIKE(huluwa587731) 12-24 10:30:58
> 开盘直接涨停，
我说怎么不动了[捂脸][捂脸]"
2025-12-24 10:51:15,霞姐,wxid_jbcyip00x4u022,鸿学院短线交流群,24832362572@chatroom,忙着工作，没注意
2025-12-24 10:51:29,SteinsGate,wxid_quo60qc6ru0t22,鸿学院短线交流群,24832362572@chatroom,这个白银lof林老师一直推，我买了，翻倍了，谢谢🙏
2025-12-24 10:53:05,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/6e369c3db3ade3f24c80635f761ad6fe,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\9dac997b96f57fb9e5e40d790b7c3802)"
2025-12-24 10:53:07,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,这家的
2025-12-24 10:53:22,Euryavi,wxid_8u3isd1w9rzc22,鸿学院短线交流群,24832362572@chatroom,"> GODLIKE(huluwa587731) 12-24 10:49:44
> > [引用]
> 一天也就500吧，。
是的，就是申购的买入价1.799，感觉有点太香了"
2025-12-24 10:53:28,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,熊猫币他们都是整箱买[偷笑]
2025-12-24 10:53:28,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/57ed71319f49c4e5b248f9859914116e,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\3524f2cb5c7005a254d502de15b79882)"
2025-12-24 10:53:31,霞姐,wxid_jbcyip00x4u022,鸿学院短线交流群,24832362572@chatroom,白银LOF让我涨见识了
2025-12-24 10:53:41,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@SteinsGate 缘分缘分[握手][握手][呲牙]
2025-12-24 10:53:46,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/8cba1fa2b23767e1aa705ccc96a9d9af,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\9f99e44f2fa2603d988d2eca0d7b0c17)"
2025-12-24 10:54:20,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> 三月半·老了卖你保健品(wxid_358m71i5uuvz22) 12-24 10:53:05
> ![图片](http://localhost:5030/image/6e369c3db3ade3f24c80635f761ad6fe)
我在他家买的包子和饺子"
2025-12-24 10:54:23,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,哈哈
2025-12-24 10:54:34,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,哈哈哈🤣 可以呀
2025-12-24 10:54:57,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 10:53:46
> ![图片](http://localhost:5030/image/8cba1fa2b23767e1aa705ccc96a9d9af)
这个真牛逼 "
2025-12-24 10:54:58,霞姐,wxid_jbcyip00x4u022,鸿学院短线交流群,24832362572@chatroom,"> 三月半·老了卖你保健品(wxid_358m71i5uuvz22) 12-24 10:53:05
> ![图片](http://localhost:5030/image/6e369c3db3ade3f24c80635f761ad6fe)
饺子好可爱"
2025-12-24 10:55:17,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> 三月半·老了卖你保健品(wxid_358m71i5uuvz22) 12-24 10:54:57
> > [引用]
> 这个真牛逼 
宋老师家一堆"
2025-12-24 10:55:44,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,@二月半·妈妈不让我和傻子说话 你如果宋老师家吗
2025-12-24 10:55:46,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,去过
2025-12-24 10:55:59,三月半·老了卖你保健品,wxid_358m71i5uuvz22,鸿学院短线交流群,24832362572@chatroom,"> 二月半·妈妈不让我和傻子说话(wxid_76gxa4814bjk41) 12-24 10:55:17
> > [引用]
> 宋老师家一堆
泪水从嘴角流下来了"
2025-12-24 10:56:49,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,这还用去吗
2025-12-24 10:57:08,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,直播课没看见宋老师后边那一排书架吗
2025-12-24 10:57:48,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,看过少年包青天也知道那后边就是通向地下金库的伪装啊
2025-12-24 11:00:29,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,哈哈
2025-12-24 11:03:02,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/7fccc2630ac190df09c076b1517a6180,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\520fbd968ef27eea9bec14ec4a547772)"
2025-12-24 11:03:21,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 11:03:01
> ![图片](http://localhost:5030/image/7fccc2630ac190df09c076b1517a6180)
感觉像在洗"
2025-12-24 11:03:28,多,wxid_e16u703tdrsk21,鸿学院短线交流群,24832362572@chatroom,没看一会就跌好多呀
2025-12-24 11:03:34,多,wxid_e16u703tdrsk21,鸿学院短线交流群,24832362572@chatroom,明天圣诞
2025-12-24 11:03:58,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,出尽了
2025-12-24 11:04:00,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,不玩了
2025-12-24 11:05:11,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/ea31d7845f987d64319521535ccb2824,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\c707928a9664b745b05a1d49c4d68b26)"
2025-12-24 11:05:28,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 11:05:11
> ![图片](http://localhost:5030/image/ea31d7845f987d64319521535ccb2824)
这是昨天晚上的"
2025-12-24 11:05:43,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,大概率是洗盘吧
2025-12-24 11:08:40,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 11:05:11
> ![图片](http://localhost:5030/image/ea31d7845f987d64319521535ccb2824)
昨晚洗了67美金，又迅速反弹"
2025-12-24 11:08:53,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,没
2025-12-24 11:08:58,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,今天没量
2025-12-24 11:09:29,陈蕊,wxid_e1ucnjs4f4z622,鸿学院短线交流群,24832362572@chatroom,放假了呀
2025-12-24 11:09:51,陈蕊,wxid_e1ucnjs4f4z622,鸿学院短线交流群,24832362572@chatroom,没心思交易了
2025-12-24 11:10:12,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,伦敦金这种慢涨急跌代表什么
2025-12-24 11:10:44,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 11:03:01
> ![图片](http://localhost:5030/image/7fccc2630ac190df09c076b1517a6180)
2025年12月24日，11点左右，洗盘53美元"
2025-12-24 11:10:45,陈蕊,wxid_e1ucnjs4f4z622,鸿学院短线交流群,24832362572@chatroom,会不会现在的数据并没有代表性，因为交易员都放假了
2025-12-24 11:11:47,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,我觉得  洗一洗，把阻力洗掉，未来是不是给砸盘 铺垫？不晓得呀
2025-12-24 11:15:57,利用AI洗脑逻辑结构ing,wxid_2kbu1e2ts97522,鸿学院短线交流群,24832362572@chatroom,"> 陈蕊(wxid_e1ucnjs4f4z622) 12-24 11:09:51
> 没心思交易了
[强]"
2025-12-24 11:17:05,利用AI洗脑逻辑结构ing,wxid_2kbu1e2ts97522,鸿学院短线交流群,24832362572@chatroom,新开的注意跟随节奏，这一次说不好要震到周五晚盘
2025-12-24 11:17:52,利用AI洗脑逻辑结构ing,wxid_2kbu1e2ts97522,鸿学院短线交流群,24832362572@chatroom,不容易跟准节奏就要看准年线的心态做
2025-12-24 11:18:04,目标是人机好猎手的苟活天命,youlian494847,鸿学院短线交流群,24832362572@chatroom,"> 我不吃肉_🥩(wxid_1780167803011) 12-24 10:40:40
> > [引用]
> 中国资本市场已经疯了，天天瞎搞，涨的最疯的全是垃圾资产[捂脸]
大a有好的资产吗"
2025-12-24 11:18:17,陈蕊,wxid_e1ucnjs4f4z622,鸿学院短线交流群,24832362572@chatroom,"> 目标是人机好猎手的苟活天命(youlian494847) 12-24 11:18:04
> > [引用]
> 大a有好的资产吗
有的呀"
2025-12-24 11:18:53,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> 王迅(wxid_wkp11bmhfqpw22) 12-24 11:10:12
> 伦敦金这种慢涨急跌代表什么
代表人家机构做T的赚好多[裂开]"
